component,period,entity_type,event_type,latest_flag,count,source_scope,identification_status
delta_publication_daily,2026-08-28,unknown,deletion,0,12,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-28,unknown,registration_publication,0,6,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-31,corporation_or_unincorporated_association,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-31,corporation_or_unincorporated_association,expiration_publication,1,80,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-31,corporation_or_unincorporated_association,public_info_change,1,537,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-31,corporation_or_unincorporated_association,registration_publication,1,624,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-31,individual,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-31,individual,expiration_publication,1,303,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-31,individual,public_info_change,1,19,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-31,individual,registration_publication,1,802,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-31,unknown,deletion,0,47,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-31,unknown,registration_publication,0,8,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-01,corporation_or_unincorporated_association,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-01,corporation_or_unincorporated_association,expiration_publication,1,205,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-01,corporation_or_unincorporated_association,public_info_change,1,670,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-01,corporation_or_unincorporated_association,registration_publication,1,494,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-01,individual,deletion,0,7,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-01,individual,expiration_publication,1,272,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-01,individual,public_info_change,1,18,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-01,individual,registration_publication,1,973,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-01,unknown,deletion,0,16,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-01,unknown,registration_publication,0,9,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-02,corporation_or_unincorporated_association,cancellation_publication,1,11,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-02,corporation_or_unincorporated_association,expiration_publication,1,1069,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-02,corporation_or_unincorporated_association,public_info_change,1,275,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-02,corporation_or_unincorporated_association,registration_publication,1,521,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-02,individual,deletion,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-02,individual,expiration_publication,1,67,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-02,individual,public_info_change,1,12,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-02,individual,registration_publication,1,649,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-02,unknown,deletion,0,11,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-02,unknown,registration_publication,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-03,corporation_or_unincorporated_association,cancellation_publication,1,32,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-03,corporation_or_unincorporated_association,deletion,0,7,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-03,corporation_or_unincorporated_association,expiration_publication,1,431,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-03,corporation_or_unincorporated_association,public_info_change,1,461,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-03,corporation_or_unincorporated_association,registration_publication,1,680,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-03,individual,deletion,0,9,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-03,individual,expiration_publication,1,153,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-03,individual,public_info_change,1,32,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-03,individual,registration_publication,1,851,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-03,unknown,deletion,0,19,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-03,unknown,registration_publication,0,9,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-04,corporation_or_unincorporated_association,cancellation_publication,1,17,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-04,corporation_or_unincorporated_association,expiration_publication,1,595,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-04,corporation_or_unincorporated_association,public_info_change,1,517,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-04,corporation_or_unincorporated_association,registration_publication,1,433,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-04,individual,deletion,0,8,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-04,individual,expiration_publication,1,695,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-04,individual,public_info_change,1,31,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-04,individual,registration_publication,1,659,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-04,unknown,deletion,0,20,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-04,unknown,registration_publication,0,12,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-07,corporation_or_unincorporated_association,cancellation_publication,1,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-07,corporation_or_unincorporated_association,expiration_publication,1,46,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-07,corporation_or_unincorporated_association,public_info_change,1,826,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-07,corporation_or_unincorporated_association,registration_publication,1,394,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-07,individual,deletion,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-07,individual,expiration_publication,1,408,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-07,individual,public_info_change,1,5,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-07,individual,registration_publication,1,989,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-07,unknown,deletion,0,8,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-08,corporation_or_unincorporated_association,cancellation_publication,1,5,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-08,corporation_or_unincorporated_association,deletion,0,5,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-08,corporation_or_unincorporated_association,expiration_publication,1,281,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-08,corporation_or_unincorporated_association,public_info_change,1,745,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-08,corporation_or_unincorporated_association,registration_publication,1,456,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-08,individual,deletion,0,7,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-08,individual,expiration_publication,1,559,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-08,individual,public_info_change,1,13,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-08,individual,registration_publication,1,673,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-08,unknown,deletion,0,26,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-08,unknown,registration_publication,0,9,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-09,corporation_or_unincorporated_association,cancellation_publication,1,22,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-09,corporation_or_unincorporated_association,expiration_publication,1,84,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-09,corporation_or_unincorporated_association,public_info_change,1,85,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-09,corporation_or_unincorporated_association,registration_publication,1,583,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-09,individual,deletion,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-09,individual,expiration_publication,1,158,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-09,individual,public_info_change,1,28,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-09,individual,registration_publication,1,1317,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-09,unknown,deletion,0,20,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-09,unknown,registration_publication,0,9,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-10,corporation_or_unincorporated_association,cancellation_publication,1,28,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-10,corporation_or_unincorporated_association,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-10,corporation_or_unincorporated_association,expiration_publication,1,211,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-10,corporation_or_unincorporated_association,public_info_change,1,138,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-10,corporation_or_unincorporated_association,registration_publication,1,642,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-10,individual,cancellation_publication,1,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-10,individual,deletion,0,9,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-10,individual,expiration_publication,1,683,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-10,individual,public_info_change,1,23,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-10,individual,registration_publication,1,984,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-10,unknown,deletion,0,15,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-09-10,unknown,registration_publication,0,4,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
