spec_version,solution_source,delta_budget,epsilon,f_decile,nta_rank_decile,absolute_decile_distance,population_transport_mass,positive_liability_transport_mass,cost_contribution,population_transport_positive,positive_transport_positive,scientific_status,historical_v6_restricted_lp_reproduced,p1c13_v1_modified,p1c14_v2_modified
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,10,2,8,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,10,3,7,0.000160971070342,0,0.00112679749239,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,10,4,6,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,10,5,5,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,10,6,4,0.0186590003743,0.0186590003743,0.0746360014971,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,10,7,3,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,10,8,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,10,9,1,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,10,10,0,0.0811800285554,0.0395366445293,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,1,1,0,0.0993078130024,0,0,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,1,2,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,1,3,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,1,4,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,1,5,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,1,6,5,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,1,7,6,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,1,8,7,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,1,9,8,0.000692186997585,0,0.00553749598068,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,1,10,9,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,2,1,1,0.000692186997585,0.000692186997585,0.000692186997585,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,2,2,0,0.0948532601231,0.000579954339885,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,2,3,1,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,2,4,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,2,5,3,0.0006517294012,0.0006517294012,0.0019551882036,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,2,6,4,0.0038028234781,0.0038028234781,0.0152112939124,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,2,7,5,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,2,8,6,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,2,9,7,-0,0,-0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,2,10,8,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,3,1,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,3,2,1,-0,0,-0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,3,3,0,0.0940598917112,0.0010372153271,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,3,4,1,0.00594010828878,0.00594010828878,0.00594010828878,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,3,5,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,3,6,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,3,7,4,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,3,8,5,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,3,9,6,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,3,10,7,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,4,1,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,4,2,2,0.00514673987689,0,0.0102934797538,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,4,3,1,0.000793368411888,0,0.000793368411888,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,4,4,0,0.0940598917112,0.0103673996052,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,4,5,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,4,6,2,-0,0,-0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,4,7,3,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,4,8,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,4,9,5,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,4,10,6,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,5,1,4,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,5,2,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,5,3,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,5,4,1,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,5,5,0,0.084416277214,0.00301988893111,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,5,6,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,5,7,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,5,8,3,0.00967456942126,0.00967456942126,0.0290237082638,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,5,9,4,0.00590915336475,0,0.023636613459,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,5,10,5,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,6,1,5,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,6,2,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,6,3,3,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,6,4,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,6,5,1,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,6,6,0,0.0961971765219,0.0148561768962,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,6,7,1,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,6,8,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,6,9,3,0.0038028234781,0,0.0114084704343,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,6,10,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,7,1,6,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,7,2,5,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,7,3,4,0.000677920323003,0,0.00271168129201,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,7,4,3,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,7,5,2,0.0149319933848,0.0149319933848,0.0298639867696,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,7,6,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,7,7,0,0.0738396143447,0.00809124938016,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,7,8,1,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,7,9,2,0.0105504719475,0,0.021100943895,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,7,10,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,8,1,7,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,8,2,6,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,8,3,5,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,8,4,4,-0,0,-0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,8,5,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,8,6,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,8,7,1,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,8,8,0,0.0903254305787,0.0342759875986,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,8,9,1,0.00967456942126,0,0.00967456942126,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,8,10,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,9,1,8,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,9,2,7,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,9,3,6,0.00446881955389,0.00446881955389,0.0268129173233,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,9,4,5,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,9,5,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,9,6,3,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,9,7,2,0.0261603856553,0.0261603856553,0.0523207713107,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,9,8,1,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,9,9,0,0.0692098237204,0.0238881775779,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,9,10,1,0.000160971070342,0.000160971070342,0.000160971070342,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,10,1,9,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,10,2,8,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,10,3,7,-0,0,-0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,10,4,6,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,10,5,5,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,10,6,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,10,7,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,10,8,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,10,9,1,0.000160971070342,0,0.000160971070342,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,1,0.0868252768522,10,10,0,0.0998390289297,0.0581956449036,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,1,1,0,0.0993078130024,0,0,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,1,2,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,1,3,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,1,4,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,1,5,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,1,6,5,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,1,7,6,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,1,8,7,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,1,9,8,0.000692186997585,0,0.00553749598068,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,1,10,9,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,2,1,1,0.000692186997585,0.000692186997585,0.000692186997585,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,2,2,0,0.0948532601231,0.000579954339885,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,2,3,1,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,2,4,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,2,5,3,0.0006517294012,0.0006517294012,0.0019551882036,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,2,6,4,0.0038028234781,0.0038028234781,0.0152112939124,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,2,7,5,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,2,8,6,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,2,9,7,-0,0,-0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,2,10,8,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,3,1,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,3,2,1,-0,0,-0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,3,3,0,0.0940598917112,0.0010372153271,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,3,4,1,0.00594010828878,0.00594010828878,0.00594010828878,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,3,5,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,3,6,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,3,7,4,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,3,8,5,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,3,9,6,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,3,10,7,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,4,1,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,4,2,2,0.00514673987689,0,0.0102934797538,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,4,3,1,0.000793368411888,0,0.000793368411888,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,4,4,0,0.0940598917112,0.0103673996052,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,4,5,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,4,6,2,-0,0,-0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,4,7,3,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,4,8,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,4,9,5,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,4,10,6,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,5,1,4,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,2,0.0868252768522,5,2,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
