income_class_index,income_class_label,lower_bound_yen_exclusive,upper_bound_yen_inclusive,is_topcoded,primary_income_type,primary_income_type_ja,positive_self_assessed_balance_persons_estimated,calculated_income_tax_million_yen,tax_credits_million_yen,post_credit_income_tax_million_yen,tax_credit_persons_estimated,tax_credit_exposure_share_within_positive_balance,dividend_credit_million_yen,housing_credit_million_yen,other_credit_million_yen,special_2024_tax_reduction_million_yen,source_withholding_persons_estimated,source_withholding_exposure_share_within_positive_balance,source_withholding_tax_million_yen,salary_withholding_persons_estimated,salary_withholding_tax_million_yen,non_salary_withholding_persons_estimated,non_salary_withholding_tax_million_yen,pension_withholding_persons_estimated,pension_withholding_tax_million_yen,self_assessed_balance_million_yen,implied_reconstruction_special_income_tax_million_yen,implied_reconstruction_special_income_tax_rate_on_post_credit,self_assessed_balance_share_of_pre_withholding_tax,table1_source_cells,table4_source_cells,table5_source_cells,source_ids,source_sha256_table1,source_sha256_table4,source_sha256_table5,cell_nature,evidence_status,target_population,identification_warning
12,"1,000万円",8000000,10000000,False,miscellaneous,雑所得者,6800,6707,523,6184,6675,0.981617647059,50,78,68,327,5576,0.82,1897,2881,285,3497,1613,2326,474,4417,130,0.021021992238,0.69955654102,D143;H143;I143;J143;K143;L143,E143;G143;I143;L143;M143;N143,D146;E146;F146;G146;H146;I146;J146;K146,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
12,"1,000万円",8000000,10000000,False,other,他の区分に該当しない所得者,26709,28661,1579,27082,25439,0.952450484855,189,161,118,1112,14828,0.555168669737,2154,7507,507,8406,1647,5360,184,25498,570,0.0210471900155,0.922103283668,D171;H171;I171;J171;K171;L171,E171;G171;I171;L171;M171;N171,D174;E174;F174;G174;H174;I174;J174;K174,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
13,"1,200万円",10000000,12000000,False,business,事業所得者,34052,46661,3792,42869,33860,0.994361564666,25,1154,588,2026,14946,0.438916950546,6513,7825,610,10049,5903,899,42,37256,900,0.020994191607,0.851196052,D48;H48;I48;J48;K48;L48,E48;G48;I48;L48;M48;N48,D49;E49;F49;G49;H49;I49;J49;K49,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
13,"1,200万円",10000000,12000000,False,real_estate,不動産所得者,36293,51783,2233,49550,35923,0.989805196594,142,373,119,1599,23724,0.653679772959,3066,13704,1799,13372,1266,8372,247,47525,1041,0.0210090817356,0.939396335317,D82;H82;I82;J82;K82;L82,E82;G82;I82;L82;M82;N82,D84;E84;F84;G84;H84;I84;J84;K84,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
13,"1,200万円",10000000,12000000,False,salary,給与所得者,112639,146394,11601,134793,111293,0.988050320049,325,4051,358,6867,111868,0.993155123891,99334,111685,98114,29124,1221,4114,692,38291,2832,0.0210099931005,0.278227066303,D110;H110;I110;J110;K110;L110,E110;G110;I110;L110;M110;N110,D112;E112;F112;G112;H112;I112;J112;K112,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
13,"1,200万円",10000000,12000000,False,miscellaneous,雑所得者,3468,4996,295,4701,3384,0.975778546713,28,59,45,164,2727,0.786332179931,1200,1707,285,1539,916,724,153,3600,99,0.0210593490747,0.75,D144;H144;I144;J144;K144;L144,E144;G144;I144;L144;M144;N144,D147;E147;F147;G147;H147;I147;J147;K147,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
13,"1,200万円",10000000,12000000,False,other,他の区分に該当しない所得者,21106,29074,1378,27696,19850,0.940490855681,214,168,118,878,12157,0.575997346726,2469,6760,631,6532,1838,3951,153,25810,583,0.021049971115,0.912691396443,D172;H172;I172;J172;K172;L172,E172;G172;I172;L172;M172;N172,D175;E175;F175;G175;H175;I175;J175;K175,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
14,"1,500万円",12000000,15000000,False,business,事業所得者,30394,62255,3822,58433,30219,0.994242284661,15,1081,920,1805,16315,0.536783575706,12588,8902,946,11926,11641,954,44,47074,1229,0.0210326356682,0.789011431062,D49;H49;I49;J49;K49;L49,E49;G49;I49;L49;M49;N49,D50;E50;F50;G50;H50;I50;J50;K50,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
14,"1,500万円",12000000,15000000,False,real_estate,不動産所得者,32127,68472,2038,66434,31771,0.988918977807,95,382,122,1440,21617,0.672860833567,3894,13019,2367,12018,1527,7406,215,63935,1395,0.0209982840112,0.942590927185,D83;H83;I83;J83;K83;L83,E83;G83;I83;L83;M83;N83,D85;E85;F85;G85;H85;I85;J85;K85,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
14,"1,500万円",12000000,15000000,False,salary,給与所得者,115326,226287,13006,213281,114056,0.988987739105,553,4783,550,7120,114935,0.996609611016,159993,114824,156847,34440,3146,4695,734,57771,4483,0.0210192187771,0.265291783766,D111;H111;I111;J111;K111;L111,E111;G111;I111;L111;M111;N111,D113;E113;F113;G113;H113;I113;J113;K113,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
14,"1,500万円",12000000,15000000,False,miscellaneous,雑所得者,3046,6390,282,6108,2953,0.969468154957,12,67,51,151,2380,0.781352593565,1424,1701,393,1104,1031,391,89,4813,129,0.0211198428291,0.771685105018,D145;H145;I145;J145;K145;L145,E145;G145;I145;L145;M145;N145,D148;E148;F148;G148;H148;I148;J148;K148,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
14,"1,500万円",12000000,15000000,False,other,他の区分に該当しない所得者,25779,45176,1803,43373,24069,0.933666938206,287,248,176,1092,15425,0.598355250398,4392,9157,1352,7972,3040,4626,185,39894,913,0.0210499619579,0.900826446281,D173;H173;I173;J173;K173;L173,E173;G173;I173;L173;M173;N173,D176;E176;F176;G176;H176;I176;J176;K176,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
15,"2,000万円",15000000,20000000,False,business,事業所得者,28507,91228,3933,87295,23188,0.813414249132,19,1143,1581,1190,19267,0.675869084786,26817,11025,1648,15611,25169,898,39,62312,1834,0.0210092216049,0.699121498053,D50;H50;I50;J50;K50;L50,E50;G50;I50;L50;M50;N50,D51;E51;F51;G51;H51;I51;J51;K51,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
15,"2,000万円",15000000,20000000,False,real_estate,不動産所得者,26287,87115,1404,85711,19758,0.751626279149,68,350,156,831,18418,0.70065051166,5305,11817,3548,9801,1757,5750,171,82206,1800,0.0210008050309,0.939379049491,D84;H84;I84;J84;K84;L84,E84;G84;I84;L84;M84;N84,D86;E86;F86;G86;H86;I86;J86;K86,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
15,"2,000万円",15000000,20000000,False,salary,給与所得者,129945,405735,13270,392465,97554,0.750733002424,943,6049,899,5380,129621,0.997506637424,310099,129555,307440,43695,2659,4592,717,90617,8251,0.0210235307607,0.226137713493,D112;H112;I112;J112;K112;L112,E112;G112;I112;L112;M112;N112,D114;E114;F114;G114;H114;I114;J114;K114,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
15,"2,000万円",15000000,20000000,False,miscellaneous,雑所得者,2768,8356,271,8085,2055,0.742413294798,8,73,97,94,2168,0.78323699422,1581,1630,576,1014,1005,296,53,6675,171,0.0211502782931,0.808502906977,D146;H146;I146;J146;K146;L146,E146;G146;I146;L146;M146;N146,D149;E149;F149;G149;H149;I149;J149;K149,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
15,"2,000万円",15000000,20000000,False,other,他の区分に該当しない所得者,31291,74030,2153,71877,21142,0.675657537311,631,379,265,878,19413,0.620402032533,8916,12342,3035,9972,5881,5303,225,64474,1513,0.0210498490477,0.878512058864,D174;H174;I174;J174;K174;L174,E174;G174;I174;L174;M174;N174,D177;E177;F177;G177;H177;I177;J177;K177,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
16,"3,000万円",20000000,30000000,False,business,事業所得者,23841,134217,3526,130691,9420,0.395117654461,15,860,2651,0,18874,0.791661423598,45993,11912,3031,16208,42962,811,34,87444,2746,0.0210113932865,0.65532048832,D51;H51;I51;J51;K51;L51,E51;G51;I51;L51;M51;N51,D52;E52;F52;G52;H52;I52;J52;K52,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
16,"3,000万円",20000000,30000000,False,real_estate,不動産所得者,17900,103291,363,102928,2835,0.158379888268,70,184,109,0,13166,0.735530726257,6659,9081,4805,6841,1853,3630,112,98431,2162,0.021004974351,0.936635265011,D85;H85;I85;J85;K85;L85,E85;G85;I85;L85;M85;N85,D87;E87;F87;G87;H87;I87;J87;K87,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
16,"3,000万円",20000000,30000000,False,salary,給与所得者,115523,630406,6278,624128,31462,0.272344035387,1404,3758,1116,0,115233,0.99748967738,509510,115191,503411,42097,6099,4590,738,127742,13124,0.0210277378999,0.200457589776,D113;H113;I113;J113;K113;L113,E113;G113;I113;L113;M113;N113,D115;E115;F115;G115;H115;I115;J115;K115,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
16,"3,000万円",20000000,30000000,False,miscellaneous,雑所得者,2275,11233,127,11106,511,0.224615384615,11,48,68,0,1789,0.786373626374,2030,1380,844,819,1186,162,39,9310,234,0.0210696920583,0.820987654321,D147;H147;I147;J147;K147;L147,E147;G147;I147;L147;M147;N147,D150;E150;F150;G150;H150;I150;J150;K150,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
16,"3,000万円",20000000,30000000,False,other,他の区分に該当しない所得者,36848,131932,2644,129288,7444,0.202019105515,1825,304,515,0,23438,0.636072514112,20640,15218,6840,12778,13800,6060,261,111372,2724,0.0210692407648,0.84365057722,D175;H175;I175;J175;K175;L175,E175;G175;I175;L175;M175;N175,D178;E178;F178;G178;H178;I178;J178;K178,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
17,"5,000万円",30000000,50000000,False,business,事業所得者,15310,167432,3628,163804,6060,0.395819725669,23,0,3605,0,13394,0.874853037231,57004,8933,3505,12295,53499,504,19,110243,3443,0.0210190227345,0.659162795147,D52;H52;I52;J52;K52;L52,E52;G52;I52;L52;M52;N52,D53;E53;F53;G53;H53;I53;J53;K53,NTA-2024-SHINKOKU-T1-XLSX;NTA-2024-SHINKOKU-T4-XLSX;NTA-2024-SHINKOKU-T5-XLSX,df23218947cf02235dbb526ab7a9315fd0475ed37e4aa064be7d06dbe23e99f8,172c4c315fb146cac0b3f7beaef65bedbac07634b0f79cae0ee12635980b6da2,4f74c500b213630eceeb0099939529b9a370378e8cfddbe6e5173dd128774088,SURVEY_ESTIMATED_POSITIVE_SELF_ASSESSED_BALANCE_TAX_FLOW_CELL,REPRODUCED_OFFICIAL_SURVEY_TAX_FLOW_DIAGNOSTIC,2024 NTA Sample Survey for Self-Assessment Income Tax: persons with positive self-assessed income tax,"The sample is already conditioned on positive self-assessed balance; it does not identify calculated-tax-positive persons outside that target, does not identify F71561 household-to-filer linkage, and amount-flow identities are not person-level transition observations."
