decile,decile_code,decile_label,reported_item,income_component_code,income_component_label,unit,raw_value,numeric_value,missing_marker,source_cell,source_row,source_column,source_id,source_stat_inf_id,source_file,source_sha256
3,R03,R03_十分位3,等価年間収入額,21603,他の世帯員への給付,千円,2,2,,AE29,29,AE,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
4,R04,R04_十分位4,等価年間収入額,21603,他の世帯員への給付,千円,5,5,,AF29,29,AF,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
5,R05,R05_十分位5,等価年間収入額,21603,他の世帯員への給付,千円,2,2,,AG29,29,AG,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
6,R06,R06_十分位6,等価年間収入額,21603,他の世帯員への給付,千円,4,4,,AH29,29,AH,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
7,R07,R07_十分位7,等価年間収入額,21603,他の世帯員への給付,千円,4,4,,AI29,29,AI,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
8,R08,R08_十分位8,等価年間収入額,21603,他の世帯員への給付,千円,6,6,,AJ29,29,AJ,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
9,R09,R09_十分位9,等価年間収入額,21603,他の世帯員への給付,千円,7,7,,AK29,29,AK,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
10,R10,R10_十分位10,等価年間収入額,21603,他の世帯員への給付,千円,7,7,,AL29,29,AL,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
1,R01,R01_十分位1,等価年間収入額,216R1,（再掲）企業年金給付,千円,15,15,,AC30,30,AC,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
2,R02,R02_十分位2,等価年間収入額,216R1,（再掲）企業年金給付,千円,26,26,,AD30,30,AD,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
3,R03,R03_十分位3,等価年間収入額,216R1,（再掲）企業年金給付,千円,31,31,,AE30,30,AE,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
4,R04,R04_十分位4,等価年間収入額,216R1,（再掲）企業年金給付,千円,41,41,,AF30,30,AF,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
5,R05,R05_十分位5,等価年間収入額,216R1,（再掲）企業年金給付,千円,46,46,,AG30,30,AG,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
6,R06,R06_十分位6,等価年間収入額,216R1,（再掲）企業年金給付,千円,48,48,,AH30,30,AH,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
7,R07,R07_十分位7,等価年間収入額,216R1,（再掲）企業年金給付,千円,51,51,,AI30,30,AI,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
8,R08,R08_十分位8,等価年間収入額,216R1,（再掲）企業年金給付,千円,49,49,,AJ30,30,AJ,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
9,R09,R09_十分位9,等価年間収入額,216R1,（再掲）企業年金給付,千円,46,46,,AK30,30,AK,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
10,R10,R10_十分位10,等価年間収入額,216R1,（再掲）企業年金給付,千円,50,50,,AL30,30,AL,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
1,R01,R01_十分位1,等価年間収入額,216R2,（再掲）個人年金給付,千円,36,36,,AC31,31,AC,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
2,R02,R02_十分位2,等価年間収入額,216R2,（再掲）個人年金給付,千円,41,41,,AD31,31,AD,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
3,R03,R03_十分位3,等価年間収入額,216R2,（再掲）個人年金給付,千円,36,36,,AE31,31,AE,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
4,R04,R04_十分位4,等価年間収入額,216R2,（再掲）個人年金給付,千円,36,36,,AF31,31,AF,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
5,R05,R05_十分位5,等価年間収入額,216R2,（再掲）個人年金給付,千円,44,44,,AG31,31,AG,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
6,R06,R06_十分位6,等価年間収入額,216R2,（再掲）個人年金給付,千円,41,41,,AH31,31,AH,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
7,R07,R07_十分位7,等価年間収入額,216R2,（再掲）個人年金給付,千円,43,43,,AI31,31,AI,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
8,R08,R08_十分位8,等価年間収入額,216R2,（再掲）個人年金給付,千円,54,54,,AJ31,31,AJ,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
9,R09,R09_十分位9,等価年間収入額,216R2,（再掲）個人年金給付,千円,61,61,,AK31,31,AK,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
10,R10,R10_十分位10,等価年間収入額,216R2,（再掲）個人年金給付,千円,76,76,,AL31,31,AL,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
1,R01,R01_十分位1,等価年間収入額,217,仕送り金,千円,20,20,,AC32,32,AC,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
2,R02,R02_十分位2,等価年間収入額,217,仕送り金,千円,15,15,,AD32,32,AD,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
3,R03,R03_十分位3,等価年間収入額,217,仕送り金,千円,12,12,,AE32,32,AE,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
4,R04,R04_十分位4,等価年間収入額,217,仕送り金,千円,11,11,,AF32,32,AF,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
5,R05,R05_十分位5,等価年間収入額,217,仕送り金,千円,11,11,,AG32,32,AG,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
6,R06,R06_十分位6,等価年間収入額,217,仕送り金,千円,12,12,,AH32,32,AH,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
7,R07,R07_十分位7,等価年間収入額,217,仕送り金,千円,10,10,,AI32,32,AI,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
8,R08,R08_十分位8,等価年間収入額,217,仕送り金,千円,20,20,,AJ32,32,AJ,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
9,R09,R09_十分位9,等価年間収入額,217,仕送り金,千円,19,19,,AK32,32,AK,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
10,R10,R10_十分位10,等価年間収入額,217,仕送り金,千円,50,50,,AL32,32,AL,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
1,R01,R01_十分位1,等価年間収入額,218,その他の収入,千円,4,4,,AC33,33,AC,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
2,R02,R02_十分位2,等価年間収入額,218,その他の収入,千円,3,3,,AD33,33,AD,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
3,R03,R03_十分位3,等価年間収入額,218,その他の収入,千円,3,3,,AE33,33,AE,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
4,R04,R04_十分位4,等価年間収入額,218,その他の収入,千円,3,3,,AF33,33,AF,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
5,R05,R05_十分位5,等価年間収入額,218,その他の収入,千円,3,3,,AG33,33,AG,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
6,R06,R06_十分位6,等価年間収入額,218,その他の収入,千円,5,5,,AH33,33,AH,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
7,R07,R07_十分位7,等価年間収入額,218,その他の収入,千円,5,5,,AI33,33,AI,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
8,R08,R08_十分位8,等価年間収入額,218,その他の収入,千円,6,6,,AJ33,33,AJ,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
9,R09,R09_十分位9,等価年間収入額,218,その他の収入,千円,7,7,,AK33,33,AK,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
10,R10,R10_十分位10,等価年間収入額,218,その他の収入,千円,27,27,,AL33,33,AL,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
1,R01,R01_十分位1,等価年間収入額,22,現物収入,千円,3,3,,AC34,34,AC,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
2,R02,R02_十分位2,等価年間収入額,22,現物収入,千円,3,3,,AD34,34,AD,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
3,R03,R03_十分位3,等価年間収入額,22,現物収入,千円,4,4,,AE34,34,AE,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
4,R04,R04_十分位4,等価年間収入額,22,現物収入,千円,6,6,,AF34,34,AF,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
5,R05,R05_十分位5,等価年間収入額,22,現物収入,千円,6,6,,AG34,34,AG,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
6,R06,R06_十分位6,等価年間収入額,22,現物収入,千円,14,14,,AH34,34,AH,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
7,R07,R07_十分位7,等価年間収入額,22,現物収入,千円,17,17,,AI34,34,AI,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
8,R08,R08_十分位8,等価年間収入額,22,現物収入,千円,25,25,,AJ34,34,AJ,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
9,R09,R09_十分位9,等価年間収入額,22,現物収入,千円,40,40,,AK34,34,AK,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
10,R10,R10_十分位10,等価年間収入額,22,現物収入,千円,206,206,,AL34,34,AL,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
1,R01,R01_十分位1,等価年間収入額,3,等価第一次所得（ＯＥＣＤ新基準準拠）,千円,555,555,,AC35,35,AC,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
2,R02,R02_十分位2,等価年間収入額,3,等価第一次所得（ＯＥＣＤ新基準準拠）,千円,1133,1133,,AD35,35,AD,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
3,R03,R03_十分位3,等価年間収入額,3,等価第一次所得（ＯＥＣＤ新基準準拠）,千円,1571,1571,,AE35,35,AE,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
4,R04,R04_十分位4,等価年間収入額,3,等価第一次所得（ＯＥＣＤ新基準準拠）,千円,2126,2126,,AF35,35,AF,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
5,R05,R05_十分位5,等価年間収入額,3,等価第一次所得（ＯＥＣＤ新基準準拠）,千円,2744,2744,,AG35,35,AG,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
6,R06,R06_十分位6,等価年間収入額,3,等価第一次所得（ＯＥＣＤ新基準準拠）,千円,3331,3331,,AH35,35,AH,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
7,R07,R07_十分位7,等価年間収入額,3,等価第一次所得（ＯＥＣＤ新基準準拠）,千円,3978,3978,,AI35,35,AI,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
8,R08,R08_十分位8,等価年間収入額,3,等価第一次所得（ＯＥＣＤ新基準準拠）,千円,4692,4692,,AJ35,35,AJ,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
9,R09,R09_十分位9,等価年間収入額,3,等価第一次所得（ＯＥＣＤ新基準準拠）,千円,5842,5842,,AK35,35,AK,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
10,R10,R10_十分位10,等価年間収入額,3,等価第一次所得（ＯＥＣＤ新基準準拠）,千円,9725,9725,,AL35,35,AL,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
1,R01,R01_十分位1,等価年間収入額,4,等価市場所得（ＯＥＣＤ新基準準拠）,千円,571,571,,AC36,36,AC,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
2,R02,R02_十分位2,等価年間収入額,4,等価市場所得（ＯＥＣＤ新基準準拠）,千円,1159,1159,,AD36,36,AD,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
3,R03,R03_十分位3,等価年間収入額,4,等価市場所得（ＯＥＣＤ新基準準拠）,千円,1601,1601,,AE36,36,AE,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
4,R04,R04_十分位4,等価年間収入額,4,等価市場所得（ＯＥＣＤ新基準準拠）,千円,2167,2167,,AF36,36,AF,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
5,R05,R05_十分位5,等価年間収入額,4,等価市場所得（ＯＥＣＤ新基準準拠）,千円,2790,2790,,AG36,36,AG,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
6,R06,R06_十分位6,等価年間収入額,4,等価市場所得（ＯＥＣＤ新基準準拠）,千円,3379,3379,,AH36,36,AH,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
7,R07,R07_十分位7,等価年間収入額,4,等価市場所得（ＯＥＣＤ新基準準拠）,千円,4029,4029,,AI36,36,AI,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
8,R08,R08_十分位8,等価年間収入額,4,等価市場所得（ＯＥＣＤ新基準準拠）,千円,4741,4741,,AJ36,36,AJ,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
9,R09,R09_十分位9,等価年間収入額,4,等価市場所得（ＯＥＣＤ新基準準拠）,千円,5889,5889,,AK36,36,AK,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
10,R10,R10_十分位10,等価年間収入額,4,等価市場所得（ＯＥＣＤ新基準準拠）,千円,9775,9775,,AL36,36,AL,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
1,R01,R01_十分位1,等価年間収入額,5,等価粗所得（ＯＥＣＤ新基準準拠）,千円,1230,1230,,AC37,37,AC,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
2,R02,R02_十分位2,等価年間収入額,5,等価粗所得（ＯＥＣＤ新基準準拠）,千円,2034,2034,,AD37,37,AD,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
3,R03,R03_十分位3,等価年間収入額,5,等価粗所得（ＯＥＣＤ新基準準拠）,千円,2515,2515,,AE37,37,AE,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
4,R04,R04_十分位4,等価年間収入額,5,等価粗所得（ＯＥＣＤ新基準準拠）,千円,2973,2973,,AF37,37,AF,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
5,R05,R05_十分位5,等価年間収入額,5,等価粗所得（ＯＥＣＤ新基準準拠）,千円,3470,3470,,AG37,37,AG,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
6,R06,R06_十分位6,等価年間収入額,5,等価粗所得（ＯＥＣＤ新基準準拠）,千円,3977,3977,,AH37,37,AH,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
7,R07,R07_十分位7,等価年間収入額,5,等価粗所得（ＯＥＣＤ新基準準拠）,千円,4556,4556,,AI37,37,AI,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
8,R08,R08_十分位8,等価年間収入額,5,等価粗所得（ＯＥＣＤ新基準準拠）,千円,5263,5263,,AJ37,37,AJ,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
9,R09,R09_十分位9,等価年間収入額,5,等価粗所得（ＯＥＣＤ新基準準拠）,千円,6343,6343,,AK37,37,AK,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
10,R10,R10_十分位10,等価年間収入額,5,等価粗所得（ＯＥＣＤ新基準準拠）,千円,10155,10155,,AL37,37,AL,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
1,R01,R01_十分位1,等価年間収入額,6,等価可処分所得（従来型算定）,千円,1035,1035,,AC38,38,AC,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
2,R02,R02_十分位2,等価年間収入額,6,等価可処分所得（従来型算定）,千円,1790,1790,,AD38,38,AD,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
3,R03,R03_十分位3,等価年間収入額,6,等価可処分所得（従来型算定）,千円,2205,2205,,AE38,38,AE,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
4,R04,R04_十分位4,等価年間収入額,6,等価可処分所得（従来型算定）,千円,2575,2575,,AF38,38,AF,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
5,R05,R05_十分位5,等価年間収入額,6,等価可処分所得（従来型算定）,千円,2958,2958,,AG38,38,AG,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
6,R06,R06_十分位6,等価年間収入額,6,等価可処分所得（従来型算定）,千円,3338,3338,,AH38,38,AH,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
7,R07,R07_十分位7,等価年間収入額,6,等価可処分所得（従来型算定）,千円,3767,3767,,AI38,38,AI,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
8,R08,R08_十分位8,等価年間収入額,6,等価可処分所得（従来型算定）,千円,4282,4282,,AJ38,38,AJ,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
9,R09,R09_十分位9,等価年間収入額,6,等価可処分所得（従来型算定）,千円,5075,5075,,AK38,38,AK,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
10,R10,R10_十分位10,等価年間収入額,6,等価可処分所得（従来型算定）,千円,7492,7492,,AL38,38,AL,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
1,R01,R01_十分位1,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,959,959,,AC39,39,AC,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
2,R02,R02_十分位2,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,1701,1701,,AD39,39,AD,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
3,R03,R03_十分位3,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,2111,2111,,AE39,39,AE,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
4,R04,R04_十分位4,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,2469,2469,,AF39,39,AF,ESTAT-7153-1-2024,000040490416,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c
