tax_year,sheet,employment_duration_group,secondary_payroll_otsuran_excluded,salary_class_index,salary_class_label,salary_lower_bound_yen_exclusive,salary_upper_bound_yen_inclusive,salary_class_topcoded,year_end_adjusted_taxpayer_persons,year_end_adjusted_nontaxpayer_persons,year_end_adjusted_total_persons,not_year_end_adjusted_taxpayer_persons,not_year_end_adjusted_nontaxpayer_persons,not_year_end_adjusted_total_persons,all_taxpayer_persons,all_nontaxpayer_persons,all_total_persons,year_end_adjusted_taxpayer_rate,all_taxpayer_rate,year_end_adjusted_tax_million_yen,not_year_end_adjusted_tax_million_yen,all_tax_million_yen,person_source_cells,tax_source_cells,taxpayer_definition,survey_population,cross_system_status,year_end_adjusted_direction_note,source_id_xlsx,source_file_xlsx,source_sha256_xlsx,source_id_methodology,source_file_methodology,source_sha256_methodology,evidence_status,identification_warning
2024,その３,full_year,True,14,"2,500万円超",25000000,,True,0,0,0,174387,0,174387,174387,0,174387,,1,0,2183156,2183156,D20:L20,D52;G52;J52,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その４,less_than_year,True,1,100万円以下,,1000000,False,0,2764929,2764929,613249,942535,1555785,613249,3707465,4320714,0,0.141932328777,0,10605,10605,D7:L7,D39;G39;J39,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その４,less_than_year,True,2,200 〃,1000000,2000000,False,111025,668625,779649,97752,26922,124674,208776,695547,904323,0.142403825311,0.230864414595,1573,2958,4532,D8:L8,D40;G40;J40,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その４,less_than_year,True,3,300 〃,2000000,3000000,False,763847,221518,985365,59927,165,60092,823773,221683,1045456,0.775191933953,0.787955686323,11496,2332,13828,D9:L9,D41;G41;J41,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その４,less_than_year,True,4,400 〃,3000000,4000000,False,462067,84608,546675,20973,0,20973,483040,84608,567648,0.845231627567,0.850949884435,18080,1630,19710,D10:L10,D42;G42;J42,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その４,less_than_year,True,5,500 〃,4000000,5000000,False,178185,55482,233667,5167,0,5167,183352,55482,238834,0.762559539858,0.767696391636,12613,1087,13700,D11:L11,D43;G43;J43,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その４,less_than_year,True,6,600 〃,5000000,6000000,False,93354,22676,116030,1539,0,1539,94893,22676,117569,0.804567784194,0.80712602812,10977,418,11395,D12:L12,D44;G44;J44,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その４,less_than_year,True,7,700 〃,6000000,7000000,False,41804,5272,47076,1778,0,1778,43582,5272,48854,0.88801087603,0.892086625455,7432,818,8249,D13:L13,D45;G45;J45,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その４,less_than_year,True,8,800 〃,7000000,8000000,False,28814,1557,30371,2821,0,2821,31635,1557,33192,0.948733989661,0.953091106291,8459,1949,10408,D14:L14,D46;G46;J46,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その４,less_than_year,True,9,900 〃,8000000,9000000,False,20159,276,20434,1778,0,1778,21937,276,22213,0.98654203778,0.98757484356,8924,1357,10281,D15:L15,D47;G47;J47,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その４,less_than_year,True,10,"1,000 〃",9000000,10000000,False,18490,0,18490,1442,0,1442,19932,0,19932,1,1,10490,2941,13431,D16:L16,D48;G48;J48,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その４,less_than_year,True,11,"1,500 〃",10000000,15000000,False,35033,0,35033,4780,0,4780,39813,0,39813,1,1,37290,9717,47006,D17:L17,D49;G49;J49,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その４,less_than_year,True,12,"2,000 〃",15000000,20000000,False,6925,0,6925,4418,0,4418,11344,0,11344,1,1,18144,16944,35088,D18:L18,D50;G50;J50,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その４,less_than_year,True,13,"2,500 〃",20000000,25000000,False,0,0,0,3132,0,3132,3132,0,3132,,1,0,15423,15423,D19:L19,D51;G51;J51,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その４,less_than_year,True,14,"2,500万円超",25000000,,True,0,0,0,1528,0,1528,1528,0,1528,,1,0,17710,17710,D20:L20,D52;G52;J52,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
